date,state,fips,cases,deaths
8/12/2020,Virgin Islands,78,639,9
8/12/2020,Virginia,51,102521,2352
8/12/2020,Washington,53,67170,1788
8/12/2020,West Virginia,54,8008,153
8/12/2020,Wisconsin,55,66705,1022
8/12/2020,Wyoming,56,3086,29
8/13/2020,Alabama,1,105557,1890
8/13/2020,Alaska,2,4748,25
8/13/2020,Arizona,4,190850,4385
8/13/2020,Arkansas,5,51766,582
8/13/2020,California,6,603212,10995
8/13/2020,Colorado,8,52242,1886
8/13/2020,Connecticut,9,50782,4450
8/13/2020,Delaware,10,15967,593
8/13/2020,District of Columbia,11,13024,594
8/13/2020,Florida,12,557129,8912
8/13/2020,Georgia,13,212009,4440
8/13/2020,Guam,66,1446,6
8/13/2020,Hawaii,15,4289,39
8/13/2020,Idaho,16,26814,256
8/13/2020,Illinois,17,202577,7934
8/13/2020,Indiana,18,79404,3105
8/13/2020,Iowa,19,50678,964
8/13/2020,Kansas,20,33087,403
8/13/2020,Kentucky,21,39306,817
8/13/2020,Louisiana,22,135562,4402
8/13/2020,Maine,23,4089,126
8/13/2020,Maryland,24,98728,3620
8/13/2020,Massachusetts,25,122423,8790
8/13/2020,Michigan,26,99963,6556
8/13/2020,Minnesota,27,63039,1731
8/13/2020,Mississippi,28,69986,2011
8/13/2020,Missouri,29,64933,1417
8/13/2020,Montana,30,5430,81
8/13/2020,Nebraska,31,29660,362
8/13/2020,Nevada,32,58812,1030
8/13/2020,New Hampshire,33,6921,422
8/13/2020,New Jersey,34,188433,15893
8/13/2020,New Mexico,35,22987,697
8/13/2020,New York,36,428155,32399
8/13/2020,North Carolina,37,141006,2313
8/13/2020,North Dakota,38,8175,124
8/13/2020,Northern Mariana Islands,69,49,2
8/13/2020,Ohio,39,105426,3755
8/13/2020,Oklahoma,40,46101,638
8/13/2020,Oregon,41,22315,387
8/13/2020,Pennsylvania,42,126950,7474
8/13/2020,Puerto Rico,72,24446,306
8/13/2020,Rhode Island,44,20240,1019
8/13/2020,South Carolina,45,103909,2186
8/13/2020,South Dakota,46,9897,148
8/13/2020,Tennessee,47,125487,1300
8/13/2020,Texas,48,538805,9879
8/13/2020,Utah,49,45537,358
8/13/2020,Vermont,50,1484,58
8/13/2020,Virgin Islands,78,704,9
8/13/2020,Virginia,51,103622,2363
8/13/2020,Washington,53,68095,1822
8/13/2020,West Virginia,54,8151,153
8/13/2020,Wisconsin,55,67781,1029
8/13/2020,Wyoming,56,3119,29
8/14/2020,Alabama,1,106309,1893
8/14/2020,Alaska,2,4867,25
8/14/2020,Arizona,4,191810,4426
8/14/2020,Arkansas,5,52392,587
8/14/2020,California,6,613243,11146
8/14/2020,Colorado,8,52587,1892
8/14/2020,Connecticut,9,50897,4453
8/14/2020,Delaware,10,16340,593
8/14/2020,District of Columbia,11,13118,594
8/14/2020,Florida,12,563277,9140
8/14/2020,Georgia,13,215328,4474
8/14/2020,Guam,66,1471,6
8/14/2020,Hawaii,15,4520,39
8/14/2020,Idaho,16,27312,267
8/14/2020,Illinois,17,204827,7953
8/14/2020,Indiana,18,80507,3113
8/14/2020,Iowa,19,51272,972
8/14/2020,Kansas,20,34246,404
8/14/2020,Kentucky,21,40012,822
8/14/2020,Louisiana,22,136860,4430
8/14/2020,Maine,23,4115,126
8/14/2020,Maryland,24,99430,3631
8/14/2020,Massachusetts,25,122728,8810
8/14/2020,Michigan,26,100813,6567
8/14/2020,Minnesota,27,63769,1739
8/14/2020,Mississippi,28,70930,2043
8/14/2020,Missouri,29,66305,1425
8/14/2020,Montana,30,5564,82
8/14/2020,Nebraska,31,29988,363
8/14/2020,Nevada,32,59800,1045
8/14/2020,New Hampshire,33,6964,423
8/14/2020,New Jersey,34,189003,15903
8/14/2020,New Mexico,35,23160,703
8/14/2020,New York,36,428879,32407
8/14/2020,North Carolina,37,142544,2344
8/14/2020,North Dakota,38,8326,125
8/14/2020,Northern Mariana Islands,69,50,2
8/14/2020,Ohio,39,106557,3784
8/14/2020,Oklahoma,40,46893,644
8/14/2020,Oregon,41,22614,388
8/14/2020,Pennsylvania,42,127774,7513
8/14/2020,Puerto Rico,72,25128,317
8/14/2020,Rhode Island,44,20335,1021
8/14/2020,South Carolina,45,104841,2204
8/14/2020,South Dakota,46,10024,150
8/14/2020,Tennessee,47,127465,1312
8/14/2020,Texas,48,547670,10195
8/14/2020,Utah,49,46048,362
8/14/2020,Vermont,50,1501,58
8/14/2020,Virgin Islands,78,734,9
8/14/2020,Virginia,51,104838,2370
8/14/2020,Washington,53,68581,1825
8/14/2020,West Virginia,54,8274,157
8/14/2020,Wisconsin,55,68761,1035
8/14/2020,Wyoming,56,3183,30
8/15/2020,Alabama,1,107580,1896
8/15/2020,Alaska,2,4952,26
8/15/2020,Arizona,4,192670,4497
8/15/2020,Arkansas,5,51992,600
8/15/2020,California,6,621981,11229
8/15/2020,Colorado,8,52868,1897
8/15/2020,Connecticut,9,50897,4453
8/15/2020,Delaware,10,16396,593
8/15/2020,District of Columbia,11,13159,597
8/15/2020,Florida,12,569629,9344
8/15/2020,Georgia,13,218344,4568
8/15/2020,Guam,66,1471,6
8/15/2020,Hawaii,15,4802,39
8/15/2020,Idaho,16,27620,269
8/15/2020,Illinois,17,206505,7959
8/15/2020,Indiana,18,81561,3128
8/15/2020,Iowa,19,52065,975
8/15/2020,Kansas,20,34294,406
8/15/2020,Kentucky,21,40677,829
8/15/2020,Louisiana,22,136860,4430
8/15/2020,Maine,23,4144,127
8/15/2020,Maryland,24,100237,3636
8/15/2020,Massachusetts,25,123199,8826
8/15/2020,Michigan,26,101831,6586
8/15/2020,Minnesota,27,64459,1745
8/15/2020,Mississippi,28,71755,2080
8/15/2020,Missouri,29,67442,1431
8/15/2020,Montana,30,5663,82
8/15/2020,Nebraska,31,30241,363
8/15/2020,Nevada,32,60648,1070
8/15/2020,New Hampshire,33,6980,423
8/15/2020,New Jersey,34,189281,15910
8/15/2020,New Mexico,35,23302,711
8/15/2020,New York,36,429617,32414
8/15/2020,North Carolina,37,143956,2370
8/15/2020,North Dakota,38,8448,125
8/15/2020,Northern Mariana Islands,69,50,2
8/15/2020,Ohio,39,107674,3824
8/15/2020,Oklahoma,40,47798,657
8/15/2020,Oregon,41,23018,389
8/15/2020,Pennsylvania,42,128531,7525
8/15/2020,Puerto Rico,72,25695,329
8/15/2020,Rhode Island,44,20335,1021
8/15/2020,South Carolina,45,105882,2260
8/15/2020,South Dakota,46,10118,152
8/15/2020,Tennessee,47,128771,1331
8/15/2020,Texas,48,555343,10379
8/15/2020,Utah,49,46413,364
8/15/2020,Vermont,50,1509,58
8/15/2020,Virgin Islands,78,734,9
8/15/2020,Virginia,51,105750,2381
8/15/2020,Washington,53,69136,1842
8/15/2020,West Virginia,54,8457,160
8/15/2020,Wisconsin,55,69560,1047
8/15/2020,Wyoming,56,3227,30
8/16/2020,Alabama,1,108433,1898
8/16/2020,Alaska,2,5058,26
8/16/2020,Arizona,4,193554,4509
8/16/2020,Arkansas,5,52665,599
8/16/2020,California,6,628508,11245
8/16/2020,Colorado,8,53188,1897
8/16/2020,Connecticut,9,50897,4453
8/16/2020,Delaware,10,16451,593
8/16/2020,District of Columbia,11,13220,597
8/16/2020,Florida,12,573408,9451
8/16/2020,Georgia,13,220165,4600
8/16/2020,Guam,66,1471,6
8/16/2020,Hawaii,15,5019,39
8/16/2020,Idaho,16,27794,269
8/16/2020,Illinois,17,208068,7973
8/16/2020,Indiana,18,82304,3133
8/16/2020,Iowa,19,52447,975
8/16/2020,Kansas,20,34495,406
8/16/2020,Kentucky,21,40883,832
8/16/2020,Louisiana,22,138041,4507
8/16/2020,Maine,23,4168,127
8/16/2020,Maryland,24,100772,3639
8/16/2020,Massachusetts,25,123593,8838
8/16/2020,Michigan,26,102323,6592
8/16/2020,Minnesota,27,65198,1752
8/16/2020,Mississippi,28,72136,2084
8/16/2020,Missouri,29,68493,1436
8/16/2020,Montana,30,5751,82
8/16/2020,Nebraska,31,30372,363
8/16/2020,Nevada,32,61374,1074
8/16/2020,New Hampshire,33,6988,423
8/16/2020,New Jersey,34,189294,15912
8/16/2020,New Mexico,35,23408,714
8/16/2020,New York,36,430226,32424
8/16/2020,North Carolina,37,145111,2372
8/16/2020,North Dakota,38,8591,129
8/16/2020,Northern Mariana Islands,69,50,2
8/16/2020,Ohio,39,108287,3826
8/16/2020,Oklahoma,40,48342,661
8/16/2020,Oregon,41,23262,389
8/16/2020,Pennsylvania,42,129075,7532
8/16/2020,Puerto Rico,72,26006,335
8/16/2020,Rhode Island,44,20335,1021
8/16/2020,South Carolina,45,106497,2269
8/16/2020,South Dakota,46,10274,153
8/16/2020,Tennessee,47,130620,1349
8/16/2020,Texas,48,563464,10498
8/16/2020,Utah,49,46652,364
8/16/2020,Vermont,50,1515,58
8/16/2020,Virgin Islands,78,741,9
8/16/2020,Virginia,51,106687,2381
8/16/2020,Washington,53,69894,1861
8/16/2020,West Virginia,54,8564,160
8/16/2020,Wisconsin,55,70246,1048
8/16/2020,Wyoming,56,3286,30
8/17/2020,Alabama,1,109004,1925
8/17/2020,Alaska,2,5108,26
8/17/2020,Arizona,4,194027,4509
8/17/2020,Arkansas,5,53077,603
8/17/2020,California,6,634991,11334
8/17/2020,Colorado,8,53391,1903
8/17/2020,Connecticut,9,51267,4456
8/17/2020,Delaware,10,16536,593
8/17/2020,District of Columbia,11,13273,597
8/17/2020,Florida,12,576086,9538
8/17/2020,Georgia,13,221841,4624
8/17/2020,Guam,66,1527,6
8/17/2020,Hawaii,15,5192,39
8/17/2020,Idaho,16,28113,275
8/17/2020,Illinois,17,209942,7990
8/17/2020,Indiana,18,82909,3135
8/17/2020,Iowa,19,52829,987
8/17/2020,Kansas,20,35544,410
8/17/2020,Kentucky,21,41610,839
8/17/2020,Louisiana,22,138608,4526
8/17/2020,Maine,23,4197,127
8/17/2020,Maryland,24,101276,3641
8/17/2020,Massachusetts,25,123841,8842
8/17/2020,Michigan,26,102872,6592
8/17/2020,Minnesota,27,65762,1758
8/17/2020,Mississippi,28,72412,2095
8/17/2020,Missouri,29,69888,1468
8/17/2020,Montana,30,5810,82
8/17/2020,Nebraska,31,30563,363
8/17/2020,Nevada,32,62022,1077
8/17/2020,New Hampshire,33,7004,423
8/17/2020,New Jersey,34,189606,15916
8/17/2020,New Mexico,35,23500,718
8/17/2020,New York,36,430636,32435
8/17/2020,North Carolina,37,145942,2384
8/17/2020,North Dakota,38,8651,130
8/17/2020,Northern Mariana Islands,69,53,2
8/17/2020,Ohio,39,109062,3832
8/17/2020,Oklahoma,40,48711,665
8/17/2020,Oregon,41,23461,391
8/17/2020,Pennsylvania,42,129686,7535
8/17/2020,Puerto Rico,72,26760,335
8/17/2020,Rhode Island,44,20572,1023
8/17/2020,South Carolina,45,106953,2288
8/17/2020,South Dakota,46,10360,153
8/17/2020,Tennessee,47,131742,1370
8/17/2020,Texas,48,569058,10559
8/17/2020,Utah,49,46936,366
8/17/2020,Vermont,50,1527,58
8/17/2020,Virgin Islands,78,760,9
8/17/2020,Virginia,51,107421,2385
8/17/2020,Washington,53,70509,1869
8/17/2020,West Virginia,54,8632,160
8/17/2020,Wisconsin,55,70796,1050
8/17/2020,Wyoming,56,3331,33
8/18/2020,Alabama,1,110361,1936
8/18/2020,Alaska,2,5175,27
8/18/2020,Arizona,4,194931,4535
8/18/2020,Arkansas,5,53487,619
8/18/2020,California,6,640499,11523
8/18/2020,Colorado,8,53674,1906
8/18/2020,Connecticut,9,51255,4456
8/18/2020,Delaware,10,16593,593
8/18/2020,District of Columbia,11,13325,599
8/18/2020,Florida,12,579924,9757
8/18/2020,Georgia,13,224681,4691
8/18/2020,Guam,66,1546,6
8/18/2020,Hawaii,15,5326,40
8/18/2020,Idaho,16,28486,283
8/18/2020,Illinois,17,211806,8017
8/18/2020,Indiana,18,83799,3165
8/18/2020,Iowa,19,53201,1002
8/18/2020,Kansas,20,35632,415
8/18/2020,Kentucky,21,42270,858
8/18/2020,Louisiana,22,139248,4554
8/18/2020,Maine,23,4213,127
8/18/2020,Maryland,24,101780,3650
8/18/2020,Massachusetts,25,124063,8848
8/18/2020,Michigan,26,103527,6607
8/18/2020,Minnesota,27,66107,1767
8/18/2020,Mississippi,28,73207,2128
8/18/2020,Missouri,29,70759,1477
8/18/2020,Montana,30,5867,84
8/18/2020,Nebraska,31,30825,370
8/18/2020,Nevada,32,62752,1102
8/18/2020,New Hampshire,33,7017,424
8/18/2020,New Jersey,34,189937,15925
8/18/2020,New Mexico,35,23579,723
8/18/2020,New York,36,431298,32446
8/18/2020,North Carolina,37,147141,2425
8/18/2020,North Dakota,38,8786,132
8/18/2020,Northern Mariana Islands,69,54,2
8/18/2020,Ohio,39,109923,3871
8/18/2020,Oklahoma,40,49326,682
8/18/2020,Oregon,41,23685,399
8/18/2020,Pennsylvania,42,130286,7561
8/18/2020,Puerto Rico,72,27713,346
8/18/2020,Rhode Island,44,20692,1024
8/18/2020,South Carolina,45,107672,2343
8/18/2020,South Dakota,46,10443,154
8/18/2020,Tennessee,47,132796,1410
8/18/2020,Texas,48,577220,10798
8/18/2020,Utah,49,47285,372
8/18/2020,Vermont,50,1530,58
8/18/2020,Virgin Islands,78,796,9
8/18/2020,Virginia,51,108282,2396
8/18/2020,Washington,53,71032,1895
8/18/2020,West Virginia,54,8731,164
8/18/2020,Wisconsin,55,71517,1063
8/18/2020,Wyoming,56,3360,34
8/19/2020,Alabama,1,111478,1944
8/19/2020,Alaska,2,5245,27
8/19/2020,Arizona,4,195568,4643
8/19/2020,Arkansas,5,54216,631
8/19/2020,California,6,646742,11686
8/19/2020,Colorado,8,53943,1906
8/19/2020,Connecticut,9,51314,4457
8/19/2020,Delaware,10,16643,595
8/19/2020,District of Columbia,11,13354,600
8/19/2020,Florida,12,584039,9931
8/19/2020,Georgia,13,227255,4744
8/19/2020,Guam,66,1568,6
8/19/2020,Hawaii,15,5586,41
8/19/2020,Idaho,16,28829,292
8/19/2020,Illinois,17,213888,8037
8/19/2020,Indiana,18,84308,3180
8/19/2020,Iowa,19,53541,1011
8/19/2020,Kansas,20,36333,420
8/19/2020,Kentucky,21,42958,866
8/19/2020,Louisiana,22,140044,4609
8/19/2020,Maine,23,4234,127
8/19/2020,Maryland,24,102215,3661
8/19/2020,Massachusetts,25,124415,8876
8/19/2020,Michigan,26,104235,6619
8/19/2020,Minnesota,27,66664,1784
8/19/2020,Mississippi,28,74555,2163
8/19/2020,Missouri,29,71802,1490
8/19/2020,Montana,30,5976,84
8/19/2020,Nebraska,31,31040,373
8/19/2020,Nevada,32,63127,1135
8/19/2020,New Hampshire,33,7036,427
8/19/2020,New Jersey,34,190256,15926
8/19/2020,New Mexico,35,23749,729
8/19/2020,New York,36,431924,32451
8/19/2020,North Carolina,37,148491,2464
8/19/2020,North Dakota,38,8972,134
8/19/2020,Northern Mariana Islands,69,54,2
8/19/2020,Ohio,39,110881,3907
8/19/2020,Oklahoma,40,49923,699
8/19/2020,Oregon,41,23887,408
8/19/2020,Pennsylvania,42,130950,7593
8/19/2020,Puerto Rico,72,27934,356
8/19/2020,Rhode Island,44,20795,1027
8/19/2020,South Carolina,45,108411,2360
8/19/2020,South Dakota,46,10566,155
8/19/2020,Tennessee,47,134810,1437
8/19/2020,Texas,48,582623,11043
8/19/2020,Utah,49,47647,379
8/19/2020,Vermont,50,1533,58
8/19/2020,Virgin Islands,78,828,9
8/19/2020,Virginia,51,109019,2410
8/19/2020,Washington,53,71594,1910
8/19/2020,West Virginia,54,8801,166
8/19/2020,Wisconsin,55,72204,1071
8/19/2020,Wyoming,56,3430,34
8/20/2020,Alabama,1,112449,1974
8/20/2020,Alaska,2,5330,27
8/20/2020,Arizona,4,196305,4688
8/20/2020,Arkansas,5,54765,641
8/20/2020,California,6,653401,11801
8/20/2020,Colorado,8,54285,1909
8/20/2020,Connecticut,9,51432,4458
8/20/2020,Delaware,10,16718,595
8/20/2020,District of Columbia,11,13409,601
8/20/2020,Florida,12,588594,10048
8/20/2020,Georgia,13,230288,4797
8/20/2020,Guam,66,1673,7
8/20/2020,Hawaii,15,5821,44
8/20/2020,Idaho,16,29252,299
8/20/2020,Illinois,17,215889,8064
8/20/2020,Indiana,18,85257,3191
8/20/2020,Iowa,19,54533,1016
8/20/2020,Kansas,20,36445,423
8/20/2020,Kentucky,21,43700,881
8/20/2020,Louisiana,22,140962,4637
8/20/2020,Maine,23,4252,128
8/20/2020,Maryland,24,102783,3669
8/20/2020,Massachusetts,25,124728,8888
8/20/2020,Michigan,26,104771,6636
8/20/2020,Minnesota,27,67354,1791
8/20/2020,Mississippi,28,75449,2190
8/20/2020,Missouri,29,72912,1508
8/20/2020,Montana,30,6095,89
8/20/2020,Nebraska,31,31348,377
8/20/2020,Nevada,32,63699,1175
8/20/2020,New Hampshire,33,7050,428
8/20/2020,New Jersey,34,190356,15932
8/20/2020,New Mexico,35,23951,734
8/20/2020,New York,36,432523,32451
8/20/2020,North Carolina,37,150422,2496
8/20/2020,North Dakota,38,9246,134
8/20/2020,Northern Mariana Islands,69,54,2
8/20/2020,Ohio,39,112003,3929
8/20/2020,Oklahoma,40,50669,709
8/20/2020,Oregon,41,24176,412
8/20/2020,Pennsylvania,42,131736,7606
8/20/2020,Puerto Rico,72,28143,367
8/20/2020,Rhode Island,44,20871,1028
8/20/2020,South Carolina,45,109320,2401
8/20/2020,South Dakota,46,10691,157
8/20/2020,Tennessee,47,136260,1470
8/20/2020,Texas,48,587900,11248
8/20/2020,Utah,49,48103,384
8/20/2020,Vermont,50,1537,58
8/20/2020,Virgin Islands,78,869,10
8/20/2020,Virginia,51,109895,2427
8/20/2020,Washington,53,72284,1924
8/20/2020,West Virginia,54,8982,166
8/20/2020,Wisconsin,55,73067,1077
8/20/2020,Wyoming,56,3468,34
8/21/2020,Alabama,1,113632,1996
8/21/2020,Alaska,2,5401,28
8/21/2020,Arizona,4,196925,4698
8/21/2020,Arkansas,5,55652,663
8/21/2020,California,6,659991,11984
8/21/2020,Colorado,8,54658,1915
8/21/2020,Connecticut,9,51519,4460
8/21/2020,Delaware,10,16770,600
8/21/2020,District of Columbia,11,13469,602
8/21/2020,Florida,12,593278,10167
8/21/2020,Georgia,13,233169,4889
8/21/2020,Guam,66,1736,7
8/21/2020,Hawaii,15,6049,45
8/21/2020,Idaho,16,29510,305
8/21/2020,Illinois,17,218111,8086
8/21/2020,Indiana,18,86312,3208
8/21/2020,Iowa,19,55331,1030
8/21/2020,Kansas,20,37411,430
8/21/2020,Kentucky,21,44432,887
8/21/2020,Louisiana,22,141861,4687
8/21/2020,Maine,23,4285,129
8/21/2020,Maryland,24,103461,3674
8/21/2020,Massachusetts,25,125216,8901
8/21/2020,Michigan,26,104829,6637
8/21/2020,Minnesota,27,68179,1799
8/21/2020,Mississippi,28,76323,2214
8/21/2020,Missouri,29,74221,1511
8/21/2020,Montana,30,6239,90
8/21/2020,Nebraska,31,31626,381
8/21/2020,Nevada,32,64573,1185
8/21/2020,New Hampshire,33,7071,428
8/21/2020,New Jersey,34,190646,15941
8/21/2020,New Mexico,35,24095,739
8/21/2020,New York,36,433230,32456
8/21/2020,North Carolina,37,152344,2522
8/21/2020,North Dakota,38,9478,136
8/21/2020,Northern Mariana Islands,69,54,2
8/21/2020,Ohio,39,113046,3955
8/21/2020,Oklahoma,40,51746,715
8/21/2020,Oregon,41,24435,421
8/21/2020,Pennsylvania,42,132461,7629
8/21/2020,Puerto Rico,72,28846,374
8/21/2020,Rhode Island,44,21022,1030
8/21/2020,South Carolina,45,110378,2459
8/21/2020,South Dakota,46,10884,159
8/21/2020,Tennessee,47,137932,1528
8/21/2020,Texas,48,593405,11483
8/21/2020,Utah,49,48616,385
8/21/2020,Vermont,50,1541,58
8/21/2020,Virgin Islands,78,960,10
8/21/2020,Virginia,51,110860,2436
8/21/2020,Washington,53,72787,1937
8/21/2020,West Virginia,54,9066,170
8/21/2020,Wisconsin,55,73895,1079
8/21/2020,Wyoming,56,3524,37
8/22/2020,Alabama,1,114532,2011
8/22/2020,Alaska,2,5492,29
8/22/2020,Arizona,4,197909,4760
8/22/2020,Arkansas,5,56199,674
8/22/2020,California,6,665325,12137
8/22/2020,Colorado,8,54939,1923
8/22/2020,Connecticut,9,51519,4460
8/22/2020,Delaware,10,16828,600
8/22/2020,District of Columbia,11,13534,604
8/22/2020,Florida,12,597589,10273
8/22/2020,Georgia,13,235783,4982
8/22/2020,Guam,66,1736,7
8/22/2020,Hawaii,15,6333,46
8/22/2020,Idaho,16,29808,307
8/22/2020,Illinois,17,220459,8107
8/22/2020,Indiana,18,87325,3218
8/22/2020,Iowa,19,55996,1033
8/22/2020,Kansas,20,37544,431
8/22/2020,Kentucky,21,45225,899
8/22/2020,Louisiana,22,141861,4687
8/22/2020,Maine,23,4317,130
8/22/2020,Maryland,24,104040,3685
8/22/2020,Massachusetts,25,125360,8921
8/22/2020,Michigan,26,106141,6657
8/22/2020,Minnesota,27,68913,1807
8/22/2020,Mississippi,28,77268,2237
8/22/2020,Missouri,29,75468,1519
8/22/2020,Montana,30,6392,90
8/22/2020,Nebraska,31,31780,382
8/22/2020,Nevada,32,65150,1197
8/22/2020,New Hampshire,33,7092,429
8/22/2020,New Jersey,34,191175,15943
8/22/2020,New Mexico,35,24302,743
8/22/2020,New York,36,433881,32464
8/22/2020,North Carolina,37,153966,2546
8/22/2020,North Dakota,38,9740,139
8/22/2020,Northern Mariana Islands,69,54,2
8/22/2020,Ohio,39,114165,3975
8/22/2020,Oklahoma,40,52599,725
8/22/2020,Oregon,41,24711,422
8/22/2020,Pennsylvania,42,133160,7643
8/22/2020,Puerto Rico,72,29577,381
8/22/2020,Rhode Island,44,21022,1030
8/22/2020,South Carolina,45,111295,2493
8/22/2020,South Dakota,46,11135,160
8/22/2020,Tennessee,47,139366,1542
8/22/2020,Texas,48,599156,11650
8/22/2020,Utah,49,48950,387
8/22/2020,Vermont,50,1553,58
8/22/2020,Virgin Islands,78,960,10
8/22/2020,Virginia,51,112072,2443
8/22/2020,Washington,53,73353,1944
8/22/2020,West Virginia,54,9185,176
8/22/2020,Wisconsin,55,74740,1092
8/22/2020,Wyoming,56,3543,37
8/23/2020,Alabama,1,115060,2013
8/23/2020,Alaska,2,5556,30
8/23/2020,Arizona,4,198117,4775
8/23/2020,Arkansas,5,56574,687
8/23/2020,California,6,669944,12152
8/23/2020,Colorado,8,55441,1925
8/23/2020,Connecticut,9,51519,4460
8/23/2020,Delaware,10,16895,600
8/23/2020,District of Columbia,11,13590,604
8/23/2020,Florida,12,600563,10324
8/23/2020,Georgia,13,237402,5021
8/23/2020,Guam,66,1736,7
8/23/2020,Hawaii,15,6577,46
8/23/2020,Idaho,16,29973,308
8/23/2020,Illinois,17,222292,8114
8/23/2020,Indiana,18,87942,3220
8/23/2020,Iowa,19,56441,1037
8/23/2020,Kansas,20,37726,431
8/23/2020,Kentucky,21,45401,901
8/23/2020,Louisiana,22,143084,4746
8/23/2020,Maine,23,4335,131
8/23/2020,Maryland,24,104618,3691
8/23/2020,Massachusetts,25,125360,8921
8/23/2020,Michigan,26,106875,6661
8/23/2020,Minnesota,27,69630,1813
8/23/2020,Mississippi,28,77894,2240
8/23/2020,Missouri,29,76339,1519
8/23/2020,Montana,30,6444,90
8/23/2020,Nebraska,31,31889,384
8/23/2020,Nevada,32,65678,1199
8/23/2020,New Hampshire,33,7107,429
8/23/2020,New Jersey,34,191323,15946
8/23/2020,New Mexico,35,24396,745
8/23/2020,New York,36,434462,32482
8/23/2020,North Carolina,37,155390,2560
8/23/2020,North Dakota,38,9880,140
8/23/2020,Northern Mariana Islands,69,54,2
8/23/2020,Ohio,39,114802,3978
8/23/2020,Oklahoma,40,53165,726
8/23/2020,Oregon,41,24938,422
8/23/2020,Pennsylvania,42,133679,7643
8/23/2020,Puerto Rico,72,29896,390
8/23/2020,Rhode Island,44,21022,1030
8/23/2020,South Carolina,45,111988,2504
8/23/2020,South Dakota,46,11276,161
8/23/2020,Tennessee,47,141000,1547
8/23/2020,Texas,48,602144,11760
8/23/2020,Utah,49,49125,387
8/23/2020,Vermont,50,1557,58
8/23/2020,Virgin Islands,78,984,11
8/23/2020,Virginia,51,112966,2467
8/23/2020,Washington,53,73745,1948
8/23/2020,West Virginia,54,9272,178
8/23/2020,Wisconsin,55,75205,1092
8/23/2020,Wyoming,56,3579,37
8/24/2020,Alabama,1,116710,2024
8/24/2020,Alaska,2,5626,30
8/24/2020,Arizona,4,198421,4775
8/24/2020,Arkansas,5,56894,696
8/24/2020,California,6,676236,12250
8/24/2020,Colorado,8,55700,1926
8/24/2020,Connecticut,9,52011,4460
8/24/2020,Delaware,10,16942,604
8/24/2020,District of Columbia,11,13639,604
8/24/2020,Florida,12,602821,10396
8/24/2020,Georgia,13,239612,5045
8/24/2020,Guam,66,1876,8
8/24/2020,Hawaii,15,6746,48
8/24/2020,Idaho,16,30260,315
8/24/2020,Illinois,17,224056,8123
8/24/2020,Indiana,18,89602,3225
8/24/2020,Iowa,19,56941,1047
8/24/2020,Kansas,20,39008,432
8/24/2020,Kentucky,21,46057,909
8/24/2020,Louisiana,22,143707,4764
8/24/2020,Maine,23,4356,131
8/24/2020,Maryland,24,105168,3694
8/24/2020,Massachusetts,25,126022,8949
8/24/2020,Michigan,26,107816,6665
8/24/2020,Minnesota,27,70344,1817
8/24/2020,Mississippi,28,78405,2248
8/24/2020,Missouri,29,77254,1533
8/24/2020,Montana,30,6510,91
8/24/2020,Nebraska,31,32047,384
8/24/2020,Nevada,32,66073,1200
8/24/2020,New Hampshire,33,7134,429
8/24/2020,New Jersey,34,191548,15946
8/24/2020,New Mexico,35,24469,747
8/24/2020,New York,36,434866,32489
8/24/2020,North Carolina,37,156927,2567
8/24/2020,North Dakota,38,10004,141
8/24/2020,Northern Mariana Islands,69,54,2
8/24/2020,Ohio,39,115651,3986
8/24/2020,Oklahoma,40,53522,730
8/24/2020,Oregon,41,25174,432
8/24/2020,Pennsylvania,42,134246,7642
8/24/2020,Puerto Rico,72,30618,390
8/24/2020,Rhode Island,44,21302,1035
8/24/2020,South Carolina,45,112551,2511
8/24/2020,South Dakota,46,11425,161
8/24/2020,Tennessee,47,141675,1578
8/24/2020,Texas,48,607621,11824
8/24/2020,Utah,49,49451,391
8/24/2020,Vermont,50,1566,58
8/24/2020,Virgin Islands,78,998,12
8/24/2020,Virginia,51,113630,2471
8/24/2020,Washington,53,74292,1953
8/24/2020,West Virginia,54,9312,179
8/24/2020,Wisconsin,55,75755,1093
8/24/2020,Wyoming,56,3603,37
8/25/2020,Alabama,1,117242,2037
8/25/2020,Alaska,2,5621,33
8/25/2020,Arizona,4,199293,4796
8/25/2020,Arkansas,5,57374,711
8/25/2020,California,6,682320,12409
8/25/2020,Colorado,8,56176,1932
8/25/2020,Connecticut,9,52040,4463
8/25/2020,Delaware,10,16962,603
8/25/2020,District of Columbia,11,13684,604
8/25/2020,Florida,12,605494,10579
8/25/2020,Georgia,13,241865,5147
8/25/2020,Guam,66,1953,8
8/25/2020,Hawaii,15,6961,48
8/25/2020,Idaho,16,30648,328
8/25/2020,Illinois,17,225812,8155
8/25/2020,Indiana,18,90460,3241
8/25/2020,Iowa,19,57606,1059
8/25/2020,Kansas,20,39089,433
8/25/2020,Kentucky,21,46798,918
8/25/2020,Louisiana,22,144257,4797
8/25/2020,Maine,23,4368,131
8/25/2020,Maryland,24,105554,3707
8/25/2020,Massachusetts,25,126420,8961
8/25/2020,Michigan,26,108742,6687
8/25/2020,Minnesota,27,70753,1825
8/25/2020,Mississippi,28,79206,2315
8/25/2020,Missouri,29,78246,1553
8/25/2020,Montana,30,6649,97
8/25/2020,Nebraska,31,32379,386
8/25/2020,Nevada,32,66515,1230
